1,,288,LIGTLEE Sam,,,59.495
2,,173,LAFARGUE Quentin,,,+0.254
3,,168,D'ALMEIDA Michael,,,+0.608
4,,123,de HAITRE Vincent,,,+0.624
5,,283,BOS Theo,,,+0.835
6,,202,DORNBACH Maximilian,,,+1.105
7,,301,KERGOZOU Nicholas,,,+1.212
8,,279,MOHD ZONIS Muhammad Fadhil,,,+1.400
