-,,132,McNULTY Brandon,,,DNF
-,,153,PRUUS Peeter,,,DNF
-,,16,TRATNIK Jan,,,DNF
-,,120,CEPEDA HERNANDEZ Jefferson Alveiro,,,DNF
-,,2,EG Niklas,,,DNF
-,,154,GASTAUER Ben,,,DNF
-,,94,KUZNETSOV Viacheslav,,,DNF
-,,112,ALBASINI Michael,,,DNF
-,,159,BOIVIN Guillaume,,,DNF
-,,168,SISKEVICIUS Evaldas,,,DNF
-,,11,NOVAK Domen,,,DNF
-,,74,DURBRIDGE Luke,,,DNF
-,,134,BAYER Tobias,,,DNF
-,,140,CERNY Josef,,,DNF
-,,129,TYBOR Patrik,,,DNF
-,,5,HONORE Mikkel Frolich,,,DNF
-,,117,SCHAR Michael,,,DNF
-,,122,GUERREIRO Ruben,,,DNF
-,,54,MUNOZ LANCHEROS Cristian Camilo,,,DNF
-,,136,GALL Felix,,,DNF
-,,139,ZOIDL Riccardo,,,DNF
-,,102,MALECKI Kamil,,,DNF
-,,145,FOMINYKH Daniil,,,DNF
-,,109,HEALY Ben,,,DNF
-,,47,van der LIJKE Nick,,,DNF
-,,96,RIKUNOV Petr,,,DNF
-,,113,DILLIER Silvan,,,DNF
-,,116,PELLAUD Simon,,,DNF
-,,107,FISHER-BLACK Finn,,,DNF
-,,177,ABDERRAHIM Zahiri,,,DNF
-,,87,EIKING Odd Christian,,,DNF
-,,99,ANIOLKOWSKI Stanislaw,,,DNF
-,,163,LUKSEVICS Viesturs,,,DNF
-,,106,BEVIN Patrick,,,DNF
-,,128,HARING Martin,,,DNF
-,,174,RIVERA SERRANO Kevin,,,DNF
-,,12,PIBERNIK Luka,,,DNF
-,,150,DLAMINI Nicholas,,,DNF
-,,175,CASTILLO SOTO Ulises Alfredo,,,DNF
-,,173,GROSU Eduard-Michael,,,DNF
-,,135,FRIEDRICH Marco,,,DNF
-,,81,CARTHY Hugh John,,,DNF
-,,130,CRADDOCK Lawson,,,DNF
-,,127,CULLY Jan Andrej,,,DNF
-,,126,CANECKY Marek,,,DNF
-,,171,TZORTZAKIS Polychronis,,,DNF
-,,125,BELLAN Juraj,,,DNF
-,,176,MUGISHA Samuel,,,DNF
-,,169,ASADOV Elchin,,,DNF
-,,146,GRUZDEV Dmitriy,,,DNF
-,,138,WILDAUER Markus,,,DNF
-,,110,MULLEN Ryan,,,DNF
-,,144,BIZHIGITOV Zhandos,,,DNF
-,,57,ARNDT Nikias,,,DNS
-,,147,LUTSENKO Alexey,,,DNS
-,,156,BERHANE Natnael,,,DNS
