,name,country,discipline
273,Per NYQVIST,"SWE, ",Modern Pentathlon
274,Ed FERNON,"AUS, ",Modern Pentathlon
275,Pavel ILIASHENKO,"KAZ, ",Modern Pentathlon
276,Thomas DANIEL,"AUT, ",Modern Pentathlon
277,Alfonso MAROTTA,"ITA, ",Modern Pentathlon
278,Daniele MASALA,"ITA, ",Modern Pentathlon
279,Georghi STOYANOV,"BUL, ",Modern Pentathlon
280,Bo JANSSON,"SWE, ",Modern Pentathlon
281,Raoul GUEGUEN,"FRA, ",Modern Pentathlon
282,Dumitru SPIRLEA,"ROU, ",Modern Pentathlon
283,Eva TRAUTMANN,"GER, ",Modern Pentathlon
284,Galina DOLGUSHINA,"KAZ, ",Modern Pentathlon
285,Kara GRANT,"CAN, ",Modern Pentathlon
286,Daniel SANTOS,"BRA, ",Modern Pentathlon
287,Alexander PARYGIN,"KAZ, ",Modern Pentathlon
288,Dzmitry MELIAKH,"BLR, ",Modern Pentathlon
289,Shohei IWAMOTO,"JPN, ",Modern Pentathlon
290,Patrick DOGUE,"GER, ",Modern Pentathlon
291,Werner VETTERLI,"SUI, ",Modern Pentathlon
292,Gosta LILLIEHOOK,"SWE, ",Modern Pentathlon
293,Hermann LEMP,"GER, ",Modern Pentathlon
294,Hans LAGER,"SWE, ",Modern Pentathlon
295,Vjaceslavs DUHANOVS,"LAT, ",Modern Pentathlon
296,Roberto CURCIO,"ITA, ",Modern Pentathlon
297,Per NYQVIST,"SWE, ",Modern Pentathlon
298,Ed FERNON,"AUS, ",Modern Pentathlon
299,Pavel ILIASHENKO,"KAZ, ",Modern Pentathlon
300,Thomas DANIEL,"AUT, ",Modern Pentathlon
301,Alfonso MAROTTA,"ITA, ",Modern Pentathlon
302,Daniele MASALA,"ITA, ",Modern Pentathlon
303,Georghi STOYANOV,"BUL, ",Modern Pentathlon
304,Bo JANSSON,"SWE, ",Modern Pentathlon
305,Raoul GUEGUEN,"FRA, ",Modern Pentathlon
306,Dumitru SPIRLEA,"ROU, ",Modern Pentathlon
307,Eva TRAUTMANN,"GER, ",Modern Pentathlon
308,Galina DOLGUSHINA,"KAZ, ",Modern Pentathlon
309,Kara GRANT,"CAN, ",Modern Pentathlon
310,Daniel SANTOS,"BRA, ",Modern Pentathlon
311,Alexander PARYGIN,"KAZ, ",Modern Pentathlon
312,Victoria TERESHUK,"UKR, ",Modern Pentathlon
313,Pernille SVARRE,"DEN, ",Modern Pentathlon
314,Jan SCHEERE,"BEL, ",Modern Pentathlon
315,Karl WYSS,"SUI, ",Modern Pentathlon
316,Nikolai NIKOLOV,"BUL, ",Modern Pentathlon
317,Aquiles GLOFFKA,"CHI, ",Modern Pentathlon
318,Christian PALANT,"FRA, ",Modern Pentathlon
319,Jean LEVAVASSEUR,"FRA, ",Modern Pentathlon
320,Ivan DURANTHON,"FRA, ",Modern Pentathlon
321,Enrique PADILLA,"MEX, ",Modern Pentathlon
322,Yahor LAPO,"BLR, ",Modern Pentathlon
323,Oscar SOTO,"MEX, ",Modern Pentathlon
324,Szymon STASKIEWICZ,"POL, ",Modern Pentathlon
325,Emmanuel ZAPATA,"ARG, ",Modern Pentathlon
326,Bence DEMETER,"HUN, ",Modern Pentathlon
327,Wenceslau MALTA,"BRA, ",Modern Pentathlon
328,Ingvar BERG,"SWE, ",Modern Pentathlon
329,Istvan MONA,"HUN, ",Modern Pentathlon
330,Kai JOLVER,"DEN, ",Modern Pentathlon
331,Lauri KETTUNEN,"FIN, ",Modern Pentathlon
332,Bjorn THOFELT,"SWE, ",Modern Pentathlon
333,Bengt LAGER,"SWE, ",Modern Pentathlon
334,Peter SARFALVI,"HUN, ",Modern Pentathlon
335,Eero LOHI,"FIN, ",Modern Pentathlon
336,Maciej CZYZOWICZ,"POL, ",Modern Pentathlon
337,Abdulrahman JASEM,"BRN, ",Modern Pentathlon
338,Georges BRULE,"FRA, ",Modern Pentathlon
339,Yane MARQUES,"BRA, ",Modern Pentathlon
340,Haydy MORSY,"EGY, ",Modern Pentathlon
341,Isabel BRAND,"GUA, ",Modern Pentathlon
342,Tamara VEGA,"MEX, ",Modern Pentathlon
343,Claudia CESARINI,"ITA, ",Modern Pentathlon
344,Elena POTAPENKO,"KAZ, ",Modern Pentathlon
345,Annika SCHLEU,"GER, ",Modern Pentathlon
346,Anastasiya SPAS,"UKR, ",Modern Pentathlon
347,Michael BRANDT,"SWE, ",Modern Pentathlon
348,Bechir BOUAZZAT,"FRA, ",Modern Pentathlon
349,Tivadar FILOTAS,"HUN, ",Modern Pentathlon
350,Bengt UGGLA,"SWE, ",Modern Pentathlon
351,Silvano ABBA,"ITA, ",Modern Pentathlon
352,Harry BJORNHOLM,"DEN, ",Modern Pentathlon
353,Alfred GUTH,"AUT, ",Modern Pentathlon
354,Ejner AUGSBURG,"DEN, ",Modern Pentathlon
355,Gosta ASBRINK,"SWE, ",Modern Pentathlon
356,Elena REICHE,"GER, ",Modern Pentathlon
357,Ahmed ENNACHI,"TUN, ",Modern Pentathlon
358,Kim RAISNER,"GER, ",Modern Pentathlon
359,George HORVATH,"SWE, ",Modern Pentathlon
360,Nicholas FEKETE,"CAN, ",Modern Pentathlon
361,Andre BERNARD,"FRA, ",Modern Pentathlon
362,Kazuhiro TANAKA,"JPN, ",Modern Pentathlon
363,Philipp WAEFFLER,"SUI, ",Modern Pentathlon
364,Vladimiras MOCIALOVAS,"LTU, ",Modern Pentathlon
365,Yasser HEFNY,"EGY, ",Modern Pentathlon
366,Vladimir CERNY,"TCH, ",Modern Pentathlon
367,Cornel VENA,"ROU, ",Modern Pentathlon
368,Velko BRATANOV,"BUL, ",Modern Pentathlon
369,Jörn STEFFENSEN,"DEN, ",Modern Pentathlon
370,Wieslaw CHMIELEWSKI,"POL, ",Modern Pentathlon
371,George SKENE,"CAN, ",Modern Pentathlon
372,Lennart PETTERSSON,"SWE, ",Modern Pentathlon
373,Helmut WIESER,"AUT, ",Modern Pentathlon
374,Antoni PANYOVSKI,"BUL, ",Modern Pentathlon
375,Samantha HARVEY,"BRA, ",Modern Pentathlon
376,Monica PINETTE,"CAN, ",Modern Pentathlon
377,Daniel ESPOSITO,"AUS, ",Modern Pentathlon
378,Horst STOCKER,"AUT, ",Modern Pentathlon
379,Simeon MONEV,"BUL, ",Modern Pentathlon
380,Sackville CURRIE,"IRL, ",Modern Pentathlon
381,Masaru SAKANO,"JPN, ",Modern Pentathlon
382,Janna SHUBENOK,"BLR, ",Modern Pentathlon
383,Dmitriy TYURIN,"KAZ, ",Modern Pentathlon
384,Maciej CZYZOWICZ,"POL, ",Modern Pentathlon
385,Abdulrahman JASEM,"BRN, ",Modern Pentathlon
386,Georges BRULE,"FRA, ",Modern Pentathlon
387,Yane MARQUES,"BRA, ",Modern Pentathlon
388,Haydy MORSY,"EGY, ",Modern Pentathlon
389,Isabel BRAND,"GUA, ",Modern Pentathlon
390,Tamara VEGA,"MEX, ",Modern Pentathlon
391,Claudia CESARINI,"ITA, ",Modern Pentathlon
392,Elena POTAPENKO,"KAZ, ",Modern Pentathlon
393,Annika SCHLEU,"GER, ",Modern Pentathlon
394,Anastasiya SPAS,"UKR, ",Modern Pentathlon
395,Michael BRANDT,"SWE, ",Modern Pentathlon
396,Bechir BOUAZZAT,"FRA, ",Modern Pentathlon
397,Tivadar FILOTAS,"HUN, ",Modern Pentathlon
398,Bengt UGGLA,"SWE, ",Modern Pentathlon
399,Silvano ABBA,"ITA, ",Modern Pentathlon
400,Harry BJORNHOLM,"DEN, ",Modern Pentathlon
401,Alfred GUTH,"AUT, ",Modern Pentathlon
402,Ejner AUGSBURG,"DEN, ",Modern Pentathlon
403,Gosta ASBRINK,"SWE, ",Modern Pentathlon
404,Elena REICHE,"GER, ",Modern Pentathlon
405,Ahmed ENNACHI,"TUN, ",Modern Pentathlon
406,Kim RAISNER,"GER, ",Modern Pentathlon
407,George HORVATH,"SWE, ",Modern Pentathlon
408,Chloe ESPOSITO,"AUS, ",Modern Pentathlon
409,Pavel ILYASHENKO,"KAZ, ",Modern Pentathlon
410,Valentin BELAUD,"FRA, ",Modern Pentathlon
411,Andriy FEDECHKO,"UKR, ",Modern Pentathlon
412,Sture ERICSON,"SWE, ",Modern Pentathlon
413,Carl PAUEN,"GER, ",Modern Pentathlon
414,Helmut KAHL,"GER, ",Modern Pentathlon
415,Nils HAGGSTROM,"SWE, ",Modern Pentathlon
416,Leif KNUDTZON,"NOR, ",Modern Pentathlon
417,Theodor ZEILAU,"DEN, ",Modern Pentathlon
418,Otto TOROK,"HUN, ",Modern Pentathlon
419,Carlos LERIN,"ESP, ",Modern Pentathlon
420,Adriano FACCHINI,"ITA, ",Modern Pentathlon
421,Herbert BRAMFELD,"GER, ",Modern Pentathlon
422,Arkadiusz SKRZYPASZEK,"POL, ",Modern Pentathlon
423,Charles VYT,"BEL, ",Modern Pentathlon
424,Christopher PATTE,"FRA, ",Modern Pentathlon
425,Adolf HARDER,"GER, ",Modern Pentathlon
426,Laszlo FABIAN,"HUN, ",Modern Pentathlon
427,Yoshihiro MURAKAMI,"JPN, ",Modern Pentathlon
428,Siegfried SPRINGER,"AUT, ",Modern Pentathlon
429,Pavel UVAROV,"KGZ, ",Modern Pentathlon
430,Andrea VALENTINI,"ITA, ",Modern Pentathlon
431,Marcin HORBACZ,"POL, ",Modern Pentathlon
432,William GRUT,"SWE, ",Modern Pentathlon
433,Luigi PETRILLO,"ITA, ",Modern Pentathlon
434,Heinrich HÖLTER,"GER, ",Modern Pentathlon
435,Bertil HAASE,"SWE, ",Modern Pentathlon
436,Gotthard HANDRICK,"GER, ",Modern Pentathlon
437,Henrik NORBY,"NOR, ",Modern Pentathlon
438,Imre NAGY,"HUN, ",Modern Pentathlon
439,Gaetano SCALA,"ITA, ",Modern Pentathlon
440,Akos HANZELY,"HUN, ",Modern Pentathlon
441,Stanislaw PRZYBYLSKI,"POL, ",Modern Pentathlon
442,Arsene PINT,"BEL, ",Modern Pentathlon
443,Manuel BARROSO,"POR, ",Modern Pentathlon
444,Sune WEHLIN,"SWE, ",Modern Pentathlon
445,Cesare TORALDO,"ITA, ",Modern Pentathlon
446,Gintaras STASKEVICIUS,"LTU, ",Modern Pentathlon
447,Gintare VENCKAUSKAITE,"LTU, ",Modern Pentathlon
448,Ivan DURANTHON,"FRA, ",Modern Pentathlon
449,Viktoriya TERESHCHUK,"UKR, ",Modern Pentathlon
450,Forbes CARLILE,"AUS, ",Modern Pentathlon
451,Stanislaw SKWIRA,"POL, ",Modern Pentathlon
452,Risto HURME,"FIN, ",Modern Pentathlon
453,Wolfgang LEU,"AUT, ",Modern Pentathlon
454,Marek BAJAN,"POL, ",Modern Pentathlon
455,Frank BATTIG,"AUT, ",Modern Pentathlon
456,Aya MEDANY,"EGY, ",Modern Pentathlon
457,Ilke OZYUKSEL,"TUR, ",Modern Pentathlon
458,Justinas KINDERIS,"LTU, ",Modern Pentathlon
459,Eslam HAMAD,"EGY, ",Modern Pentathlon
460,Zsofia FOLDHAZI,"HUN, ",Modern Pentathlon
461,Shino YAMANAKA,"JPN, ",Modern Pentathlon
462,Karl MANNSTROM,"SWE, ",Modern Pentathlon
463,Sidney STRANNE,"SWE, ",Modern Pentathlon
464,Ebbe GYLLENSTIERNA,"SWE, ",Modern Pentathlon
465,Johan SKJOLDAGER,"DEN, ",Modern Pentathlon
466,Etienne JALENQUES,"FRA, ",Modern Pentathlon
467,Ferenc NEMETH,"HUN, ",Modern Pentathlon
468,Stanislavs DOBROTVORSKIS,"LAT, ",Modern Pentathlon
469,Attila MIZSER,"HUN, ",Modern Pentathlon
470,Rolf JUNEFELT,"SWE, ",Modern Pentathlon
471,Laszlo KARACSON,"HUN, ",Modern Pentathlon
472,Carlo SIMONETTI,"ITA, ",Modern Pentathlon
473,Pawel OLSZEWSKI,"GER, ",Modern Pentathlon
474,Jorma KORPELA,"FIN, ",Modern Pentathlon
475,Luis MONTEIRO,"POR, ",Modern Pentathlon
476,Bruno GENARD,"FRA, ",Modern Pentathlon
477,Robert VONK,"NED, ",Modern Pentathlon
478,Tamas KANCSAL,"HUN, ",Modern Pentathlon
479,Pekka SANTANEN,"FIN, ",Modern Pentathlon
480,Viktor HORVATH,"HUN, ",Modern Pentathlon
481,Duncan PAGE,"AUS, ",Modern Pentathlon
482,Alexander TSCHUI,"SUI, ",Modern Pentathlon
483,Katsuaki TASHIRO,"JPN, ",Modern Pentathlon
484,Csilla FURI,"HUN, ",Modern Pentathlon
485,Daizou ARAKI,"JPN, ",Modern Pentathlon
486,Jens LOHMANN,"MEX, ",Modern Pentathlon
487,Iryna PRASIANTSOVA,"BLR, ",Modern Pentathlon
488,Ailen CISNEROS,"ARG, ",Modern Pentathlon
489,Anna MATTHES,"GER, ",Modern Pentathlon
490,Anna ZS.TOTH,"HUN, ",Modern Pentathlon
491,Doycho IVANOV,"BUL, ",Modern Pentathlon
492,Cristian BUSTOS,"CHI, ",Modern Pentathlon
493,Karel BARTU,"TCH, ",Modern Pentathlon
494,Franco ORGERA,"ITA, ",Modern Pentathlon
495,Karel TUMA,"TCH, ",Modern Pentathlon
496,Ernesto CORRADI,"ITA, ",Modern Pentathlon
497,Victor TEODORESCU,"ROU, ",Modern Pentathlon
498,Hans JACOBSON,"SWE, ",Modern Pentathlon
499,Ivan APOSTOLOV,"BUL, ",Modern Pentathlon
500,Heorhiy CHYMERYS,"UKR, ",Modern Pentathlon
501,Melanie MCCANN,"CAN, ",Modern Pentathlon
502,Max ESPOSITO,"AUS, ",Modern Pentathlon
503,Tomoya MIGUCHI,"JPN, ",Modern Pentathlon
504,Aya MEDANY,"EGY, ",Modern Pentathlon
505,Ilke OZYUKSEL,"TUR, ",Modern Pentathlon
506,Justinas KINDERIS,"LTU, ",Modern Pentathlon
507,Eslam HAMAD,"EGY, ",Modern Pentathlon
508,Zsofia FOLDHAZI,"HUN, ",Modern Pentathlon
509,Shino YAMANAKA,"JPN, ",Modern Pentathlon
510,Karl MANNSTROM,"SWE, ",Modern Pentathlon
511,Sidney STRANNE,"SWE, ",Modern Pentathlon
512,Ebbe GYLLENSTIERNA,"SWE, ",Modern Pentathlon
513,Johan SKJOLDAGER,"DEN, ",Modern Pentathlon
514,Etienne JALENQUES,"FRA, ",Modern Pentathlon
515,Ferenc NEMETH,"HUN, ",Modern Pentathlon
516,Stanislavs DOBROTVORSKIS,"LAT, ",Modern Pentathlon
517,Attila MIZSER,"HUN, ",Modern Pentathlon
518,Rolf JUNEFELT,"SWE, ",Modern Pentathlon
519,Laszlo KARACSON,"HUN, ",Modern Pentathlon
520,Carlo SIMONETTI,"ITA, ",Modern Pentathlon
521,Pawel OLSZEWSKI,"GER, ",Modern Pentathlon
522,Jorma KORPELA,"FIN, ",Modern Pentathlon
523,Luis MONTEIRO,"POR, ",Modern Pentathlon
524,Bruno GENARD,"FRA, ",Modern Pentathlon
525,Robert VONK,"NED, ",Modern Pentathlon
526,Tamas KANCSAL,"HUN, ",Modern Pentathlon
527,Pekka SANTANEN,"FIN, ",Modern Pentathlon
528,Aya MEDANY,"EGY, ",Modern Pentathlon
529,Ilke OZYUKSEL,"TUR, ",Modern Pentathlon
530,Justinas KINDERIS,"LTU, ",Modern Pentathlon
531,Eslam HAMAD,"EGY, ",Modern Pentathlon
532,Zsofia FOLDHAZI,"HUN, ",Modern Pentathlon
533,Shino YAMANAKA,"JPN, ",Modern Pentathlon
534,Karl MANNSTROM,"SWE, ",Modern Pentathlon
535,Sidney STRANNE,"SWE, ",Modern Pentathlon
536,Ebbe GYLLENSTIERNA,"SWE, ",Modern Pentathlon
537,Johan SKJOLDAGER,"DEN, ",Modern Pentathlon
538,Etienne JALENQUES,"FRA, ",Modern Pentathlon
539,Ferenc NEMETH,"HUN, ",Modern Pentathlon
540,Stanislavs DOBROTVORSKIS,"LAT, ",Modern Pentathlon
541,Attila MIZSER,"HUN, ",Modern Pentathlon
542,Rolf JUNEFELT,"SWE, ",Modern Pentathlon
543,Laszlo KARACSON,"HUN, ",Modern Pentathlon
544,Carlo SIMONETTI,"ITA, ",Modern Pentathlon
545,Pawel OLSZEWSKI,"GER, ",Modern Pentathlon
546,Jorma KORPELA,"FIN, ",Modern Pentathlon
547,Luis MONTEIRO,"POR, ",Modern Pentathlon
548,Bruno GENARD,"FRA, ",Modern Pentathlon
549,Robert VONK,"NED, ",Modern Pentathlon
550,Tamas KANCSAL,"HUN, ",Modern Pentathlon
551,Pekka SANTANEN,"FIN, ",Modern Pentathlon
552,Anastasia SAMUSEVICH,"BLR, ",Modern Pentathlon
553,Natalya COYLE,"IRL, ",Modern Pentathlon
554,Omar ELGEZIRY,"EGY, ",Modern Pentathlon
555,Sarolta KOVACS,"HUN, ",Modern Pentathlon
556,Oktawia NOWACKA,"POL, ",Modern Pentathlon
557,Carl PAASKE,"NOR, ",Modern Pentathlon
558,Kazimierz MAZUR,"POL, ",Modern Pentathlon
559,Aladar KOVACSI,"HUN, ",Modern Pentathlon
560,Ferenc TÖRÖK,"HUN, ",Modern Pentathlon
561,Eric WALTHER,"GER, ",Modern Pentathlon
562,Lakdar BOUZID,"TUN, ",Modern Pentathlon
563,Kirils MEDJANCEVS,"LAT, ",Modern Pentathlon
564,Gösta GÄRDIN,"SWE, ",Modern Pentathlon
565,Alexandros NIKOLOPOULOS,"GRE, ",Modern Pentathlon
566,Tomas NARKUS,"LTU, ",Modern Pentathlon
567,Sabrina CROGNALE,"ITA, ",Modern Pentathlon
568,Zenon MALLYSKO,"POL, ",Modern Pentathlon
569,Eugenio PAGNINI,"ITA, ",Modern Pentathlon
570,Kenneth MAATEN,"CAN, ",Modern Pentathlon
571,Yuso MAKIHIRA,"JPN, ",Modern Pentathlon
572,Paul FOUR,"FRA, ",Modern Pentathlon
573,Alexander TOPAY,"AUT, ",Modern Pentathlon
574,Claudia CORSINI,"ITA, ",Modern Pentathlon
575,Erik JOHANSSON,"SWE, ",Modern Pentathlon
576,Jan OLESINSKI,"USA, ",Modern Pentathlon
577,Margaux ISAKSEN,"USA, ",Modern Pentathlon
578,Barbora KODEDOVA,"CZE, ",Modern Pentathlon
579,Georg DE LAVAL,"SWE, ",Modern Pentathlon
580,Justo SANTIAGO BOTELHO,"BRA, ",Modern Pentathlon
581,Jeffrey A. MACDOUGALL,"GBR, ",Modern Pentathlon
582,Per Olov DANIELSSON,"SWE, ",Modern Pentathlon
583,Rezsö VON BARTHA,"HUN, ",Modern Pentathlon
584,Sven Michael COOMER,"AUS, ",Modern Pentathlon
585,Barry LILLYWHITE,"GBR, ",Modern Pentathlon
586,Heiner THADE,"FRG, ",Modern Pentathlon
587,Rene Hans HEITMANN,"DEN, ",Modern Pentathlon
588,Evgeni LIPEEV,"SUN, ",Modern Pentathlon
589,Seppo Risto AHO,"FIN, ",Modern Pentathlon
590,Anita ALLEN,"USA, ",Modern Pentathlon
591,Abdul Rahman KHALID,"BRN, ",Fencing
592,Graham Raymond BROOKHOUSE,"GBR, ",Modern Pentathlon
593,Karina GERBER,"RSA, ",Modern Pentathlon
594,Choon-huan LEE,"KOR, ",Modern Pentathlon
595,Maria Isabel SANZ AGERO,"GUA, ",Modern Pentathlon
596,Anisio ROCHA SILVA,"BRA, ",Modern Pentathlon
597,Attila KALNOKI-KIS,"HUN, ",Modern Pentathlon
598,Daniel Rimmus PEREYRA CURTI,"URU, ",Modern Pentathlon
599,Tang-Fa CHUANG,"TPE, ",Modern Pentathlon
600,Jan OLESINSKI,"USA, ",Modern Pentathlon
601,Margaux ISAKSEN,"USA, ",Modern Pentathlon
602,Barbora KODEDOVA,"CZE, ",Modern Pentathlon
603,Georg DE LAVAL,"SWE, ",Modern Pentathlon
604,Justo SANTIAGO BOTELHO,"BRA, ",Modern Pentathlon
605,Jeffrey A. MACDOUGALL,"GBR, ",Modern Pentathlon
606,Per Olov DANIELSSON,"SWE, ",Modern Pentathlon
607,Rezsö VON BARTHA,"HUN, ",Modern Pentathlon
608,Sven Michael COOMER,"AUS, ",Modern Pentathlon
609,Barry LILLYWHITE,"GBR, ",Modern Pentathlon
610,Heiner THADE,"FRG, ",Modern Pentathlon
611,Rene Hans HEITMANN,"DEN, ",Modern Pentathlon
612,Evgeni LIPEEV,"SUN, ",Modern Pentathlon
613,Seppo Risto AHO,"FIN, ",Modern Pentathlon
614,Anita ALLEN,"USA, ",Modern Pentathlon
615,Abdul Rahman KHALID,"BRN, ",Fencing
616,Graham Raymond BROOKHOUSE,"GBR, ",Modern Pentathlon
617,Karina GERBER,"RSA, ",Modern Pentathlon
618,Choon-huan LEE,"KOR, ",Modern Pentathlon
619,Maria Isabel SANZ AGERO,"GUA, ",Modern Pentathlon
620,Anisio ROCHA SILVA,"BRA, ",Modern Pentathlon
621,Attila KALNOKI-KIS,"HUN, ",Modern Pentathlon
622,Daniel Rimmus PEREYRA CURTI,"URU, ",Modern Pentathlon
623,Tang-Fa CHUANG,"TPE, ",Modern Pentathlon
624,Jan OLESINSKI,"USA, ",Modern Pentathlon
625,Margaux ISAKSEN,"USA, ",Modern Pentathlon
626,Barbora KODEDOVA,"CZE, ",Modern Pentathlon
627,Georg DE LAVAL,"SWE, ",Modern Pentathlon
628,Justo SANTIAGO BOTELHO,"BRA, ",Modern Pentathlon
629,Jeffrey A. MACDOUGALL,"GBR, ",Modern Pentathlon
630,Per Olov DANIELSSON,"SWE, ",Modern Pentathlon
631,Rezsö VON BARTHA,"HUN, ",Modern Pentathlon
632,Sven Michael COOMER,"AUS, ",Modern Pentathlon
633,Barry LILLYWHITE,"GBR, ",Modern Pentathlon
634,Heiner THADE,"FRG, ",Modern Pentathlon
635,Rene Hans HEITMANN,"DEN, ",Modern Pentathlon
636,Evgeni LIPEEV,"SUN, ",Modern Pentathlon
637,Seppo Risto AHO,"FIN, ",Modern Pentathlon
638,Anita ALLEN,"USA, ",Modern Pentathlon
639,Abdul Rahman KHALID,"BRN, ",Fencing
640,Graham Raymond BROOKHOUSE,"GBR, ",Modern Pentathlon
641,Karina GERBER,"RSA, ",Modern Pentathlon
642,Choon-huan LEE,"KOR, ",Modern Pentathlon
643,Maria Isabel SANZ AGERO,"GUA, ",Modern Pentathlon
644,Anisio ROCHA SILVA,"BRA, ",Modern Pentathlon
645,Attila KALNOKI-KIS,"HUN, ",Modern Pentathlon
646,Daniel Rimmus PEREYRA CURTI,"URU, ",Modern Pentathlon
647,Tang-Fa CHUANG,"TPE, ",Modern Pentathlon
648,Aloysio ALVES BORGES,"BRA, ",Modern Pentathlon
649,Hernan FUENTES BESOAIN,"CHI, ",Modern Pentathlon
650,David ROMERO VARGAS,"MEX, ",Modern Pentathlon
651,Aleksander LESUN,"RUS, ",Modern Pentathlon
652,Jose Ricardo FIGUEROA,"CUB, ",Modern Pentathlon
653,Frederick Bertram BARTON,"GBR, ",Modern Pentathlon
654,C. A. M. STOFFELS,"NED, ",Modern Pentathlon
655,Georg VON BOISMAN,"SWE, ",Modern Pentathlon
656,John BOUSTEAD,"GBR, ",Modern Pentathlon
657,Vernon William BARLOW,"GBR, ",Modern Pentathlon
658,Stephen SOWERBY,"GBR, ",Modern Pentathlon
659,Natalie DIANOVA,"CZE, ",Modern Pentathlon
660,Jan-Erik DANIELSSON,"SWE, ",Modern Pentathlon
661,Adrian Philip PARKER,"GBR, ",Modern Pentathlon
662,Eli BREMER,"USA, ",Modern Pentathlon
663,Sam SACKSEN,"USA, ",Modern Pentathlon
664,Elizaveta SUVOROVA,"RUS, ",Modern Pentathlon
665,Ulrich Andreas CZERMAK,"GER, ",Modern Pentathlon
666,Cezar Mihai RADUCANU,"ROU, ",Modern Pentathlon
667,Gilung PARK,"KOR, ",Modern Pentathlon
668,Bartosz Stanislaw HOFFMANN,"POL, ",Modern Pentathlon
669,Jolana HOJSAKOVA,"CZE, ",Modern Pentathlon
670,Jorge David IMERI CABRERA,,Modern Pentathlon
671,Thomas WAND-TETLEY,"GBR, ",Modern Pentathlon
672,Trevor STRYDOM,"RSA, ",Fencing
673,Myung Kun KIM,"KOR, ",Modern Pentathlon
674,Josue Ivan ORTEGA ENRIQUEZ,"MEX, ",Modern Pentathlon
675,Jose Manoel BARROSO,"POR, ",Modern Pentathlon
676,Federico CALERA FERNANDEZ,"ESP, ",Modern Pentathlon
677,Saleh Sultan FARAJ,"BRN, ",Modern Pentathlon
678,Eric TINOCO MARQUES,"BRA, ",Modern Pentathlon
679,Emil Alfons HAGELBERG,"FIN, ",Modern Pentathlon
680,Peter ZOBL-WESSELY,"AUT, ",Modern Pentathlon
681,Katy LIVINGSTON,"GBR, ",Modern Pentathlon
682,Joseph CHOONG,"GBR, ",Modern Pentathlon
683,Johan Gabriel OXENSTIERNA,"SWE, ",Modern Pentathlon
684,Jetze DOORMAN,"NED, ",Fencing
685,Harry Cecil SCHMIDT,"RSA, ",Modern Pentathlon
686,Nikolai TATARINOV,"SUN, ",Modern Pentathlon
687,Alexander VAN GEEN,"NED, ",Modern Pentathlon
688,Horacio DE LA VEGA,"MEX, ",Modern Pentathlon
689,Dmitri SVATKOVSKIY,"RUS, ",Modern Pentathlon
690,Suzanne STETTINIUS,"USA, ",Modern Pentathlon
691,George Richard NORMAN,"GBR, ",Modern Pentathlon
692,Richard Lawson PHELPS,"GBR, ",Modern Pentathlon
693,Gerhard WERNER,"FRG, ",Modern Pentathlon
694,Lean DONG,"CHN, ",Modern Pentathlon
695,Rustem SABIRKHUZIN,"RUS, ",Modern Pentathlon
696,Trevor STRYDOM,"RSA, ",Fencing
697,Myung Kun KIM,"KOR, ",Modern Pentathlon
698,Josue Ivan ORTEGA ENRIQUEZ,"MEX, ",Modern Pentathlon
699,Jose Manoel BARROSO,"POR, ",Modern Pentathlon
700,Federico CALERA FERNANDEZ,"ESP, ",Modern Pentathlon
701,Saleh Sultan FARAJ,"BRN, ",Modern Pentathlon
702,Eric TINOCO MARQUES,"BRA, ",Modern Pentathlon
703,Emil Alfons HAGELBERG,"FIN, ",Modern Pentathlon
704,Peter ZOBL-WESSELY,"AUT, ",Modern Pentathlon
705,Katy LIVINGSTON,"GBR, ",Modern Pentathlon
706,Joseph CHOONG,"GBR, ",Modern Pentathlon
707,Johan Gabriel OXENSTIERNA,"SWE, ",Modern Pentathlon
708,Jetze DOORMAN,"NED, ",Fencing
709,Harry Cecil SCHMIDT,"RSA, ",Modern Pentathlon
710,Nikolai TATARINOV,"SUN, ",Modern Pentathlon
711,Alexander VAN GEEN,"NED, ",Modern Pentathlon
712,Horacio DE LA VEGA,"MEX, ",Modern Pentathlon
713,Dmitri SVATKOVSKIY,"RUS, ",Modern Pentathlon
714,Suzanne STETTINIUS,"USA, ",Modern Pentathlon
715,George Richard NORMAN,"GBR, ",Modern Pentathlon
716,Richard Lawson PHELPS,"GBR, ",Modern Pentathlon
717,Gerhard WERNER,"FRG, ",Modern Pentathlon
718,Lean DONG,"CHN, ",Modern Pentathlon
719,Rustem SABIRKHUZIN,"RUS, ",Modern Pentathlon
720,Juhye CHOI,"KOR, ",Modern Pentathlon
721,Martin VLACH,"CZE, ",Modern Pentathlon
722,Xiuting ZHONG,"CHN, ",Modern Pentathlon
723,Kali Frances SAYERS,"CAN, ",Modern Pentathlon
724,Francesca SUMMERS,"GBR, ",Modern Pentathlon
725,Joan GISPERT TORRAS,"ESP, ",Modern Pentathlon
726,Claud CLOETE,"RSA, ",Modern Pentathlon
727,Jose Luis RIERA CABALLER,"ESP, ",Modern Pentathlon
728,Charles P. CUMONT,"BEL, ",Modern Pentathlon
729,P. R. COCHE,"FRA, ",Modern Pentathlon
730,Alejandro YRIZAR BARRANCO,"MEX, ",Modern Pentathlon
731,Kui-Seung CHOI,"KOR, ",Modern Pentathlon
732,Lem P. MARTINEZ,"URU, ",Modern Pentathlon
